Time,Source,Target,Amount,Location,Type,Labels
622,S10084,T1008,80,L100,TP105,2
623,S10433,T1038,1.89,L102,TP125,2
624,S10434,T1013,9,L102,TP108,2
625,S10435,T1034,226.1,L110,TP120,2
626,S10436,T1074,3,L110,TP137,2
627,S10437,T1000,41.78,L100,TP100,2
628,S10427,T1000,45.71,L100,TP100,2
629,S10438,T1004,18.4,L102,TP114,2
630,S10439,T1023,0,L100,TP120,2
631,S10440,T1008,8,L100,TP105,2
632,S10441,T1075,97,L102,TP134,0
633,S10442,T1000,124.4,L100,TP100,2
634,S10443,T1037,0,L100,TP126,2
635,S10444,T1037,3,L100,TP126,2
636,S10085,T1008,11.96,L100,TP105,2
637,S10159,T1003,900,L100,TP100,2
638,S10445,T1045,86.69,L106,TP108,2
639,S10446,T1002,88.92,L100,TP102,2
640,S10447,T1000,21.11,L100,TP100,2
641,S10448,T1000,12.05,L100,TP100,2
642,S10449,T1035,149.3,L111,TP117,2
643,S10450,T1019,26.31,L107,TP108,2
644,S10451,T1003,9.99,L100,TP100,2
645,S10452,T1002,226,L100,TP102,2
646,S10453,T1023,5,L100,TP120,2
647,S10454,T1049,11.19,L100,TP129,2
648,S10196,T1013,3,L102,TP108,2
649,S10455,T1028,243.2,L110,TP118,2
650,S10456,T1004,100,L102,TP119,2
651,S10457,T1008,10,L100,TP105,2
652,S10456,T1004,900,L102,TP119,2
653,S10458,T1041,84,L100,TP102,2
654,S10277,T1000,54.96,L100,TP100,2
655,S10459,T1003,37.84,L100,TP100,2
656,S10460,T1000,39.95,L100,TP100,2
657,S10461,T1022,7.36,L102,TP118,2
658,S10082,T1008,11.94,L100,TP105,2
659,S10462,T1004,4,L102,TP116,2
660,S10463,T1023,1,L100,TP120,2
661,S10464,T1000,50.34,L100,TP100,2
662,S10409,T1008,20,L100,TP105,2
663,S10465,T1003,159.31,L100,TP100,2
664,S10466,T1000,13.91,L100,TP100,2
665,S10467,T1000,57.72,L100,TP100,2
666,S10468,T1010,15,L102,TP107,2
667,S10082,T1008,11.96,L100,TP105,2
668,S10469,T1037,70,L100,TP126,2
669,S10470,T1010,12,L102,TP107,2
670,S10471,T1046,82,L106,TP108,2
671,S10472,T1003,79.69,L100,TP100,2
672,S10473,T1000,38.59,L100,TP100,2
673,S10474,T1025,64,L102,TP112,2
674,S10475,T1003,18.27,L100,TP100,2
675,S10476,T1012,126,L105,TP106,2
676,S10477,T1076,1002.7,L127,TP138,0
677,S10478,T1022,1.63,L102,TP118,2
678,S10477,T1076,1002.4,L127,TP138,0
679,S10479,T1022,9,L102,TP118,2
680,S10480,T1011,6,L102,TP108,2
681,S10481,T1008,30,L100,TP105,2
682,S10482,T1000,18.05,L100,TP100,2
683,S10483,T1018,5,L102,TP113,0
684,S10483,T1018,0,L102,TP113,0
685,S10483,T1018,99,L102,TP113,0
686,S10483,T1018,98,L102,TP113,0
687,S10483,T1045,5,L106,TP108,0
688,S10483,T1077,92,L100,TP108,1
689,S10483,T1077,91,L100,TP108,0
690,S10483,T1045,8,L106,TP108,0
691,S10483,T1077,93,L100,TP108,0
692,S10483,T1077,97,L100,TP108,1
693,S10483,T1077,96,L100,TP108,0
694,S10483,T1077,99,L100,TP108,1
695,S10484,T1046,266,L106,TP108,2
696,S10485,T1045,11.8,L106,TP108,2
697,S10483,T1077,98,L100,TP108,1
698,S10483,T1077,91,L100,TP108,0
699,S10082,T1008,11.91,L100,TP105,2
700,S10483,T1077,93,L100,TP108,1
701,S10483,T1077,93,L100,TP108,0
702,S10483,T1077,90,L100,TP108,1
703,S10483,T1077,96,L100,TP108,0
704,S10486,T1046,71,L106,TP108,2
705,S10483,T1077,95,L100,TP108,0
706,S10483,T1077,98,L100,TP108,1
707,S10483,T1077,97,L100,TP108,1
708,S10483,T1077,99,L100,TP108,0
709,S10483,T1077,90,L100,TP108,0
710,S10483,T1077,99,L100,TP108,0
711,S10483,T1077,48.9,L100,TP108,0
712,S10471,T1046,183,L106,TP108,2
713,S10487,T1045,6.58,L106,TP108,0
714,S10488,T1022,6,L102,TP118,2
715,S10489,T1008,11.91,L100,TP105,2
716,S10078,T1008,11.92,L100,TP105,2
717,S10489,T1008,11.9,L100,TP105,2
718,S10489,T1008,11.93,L100,TP105,2
719,S10490,T1000,137.1,L100,TP100,2
720,S10082,T1008,11.94,L100,TP105,2
721,S10491,T1078,121.41,L100,TP139,0
722,S10491,T1078,121.4,L100,TP139,1
723,S10492,T1037,297,L100,TP126,2
724,S10493,T1000,74.64,L100,TP100,2
725,S10040,T1000,0.35,L100,TP100,2
726,S10494,T1000,47.79,L100,TP100,2
727,S10477,T1076,1002.1,L127,TP138,0
728,S10495,T1023,6,L100,TP120,2
729,S10489,T1008,11.93,L100,TP105,2
730,S10496,T1003,13.47,L100,TP100,2
731,S10497,T1018,5,L102,TP113,1
732,S10498,T1079,84.92,L100,TP133,2
733,S10497,T1018,4,L102,TP113,1
734,S10499,T1011,7,L102,TP108,2
735,S10500,T1000,43.2,L100,TP100,2
736,S10501,T1003,10.3,L100,TP100,2
737,S10502,T1004,334.43,L102,TP140,2
738,S10503,T1000,21,L100,TP100,2
739,S10504,T1023,3,L100,TP120,2
740,S10505,T1003,55,L100,TP100,2
741,S10506,T1000,61.46,L100,TP100,2
742,S10507,T1022,5,L102,TP118,2
743,S10508,T1037,60,L100,TP126,2
744,S10509,T1003,24.77,L100,TP100,2
745,S10503,T1000,21.2,L100,TP100,2
746,S10510,T1000,176.77,L100,TP100,2
747,S10503,T1000,21,L100,TP100,2
748,S10511,T1003,86,L100,TP100,2
749,S10073,T1058,34.05,L108,TP115,0
750,S10073,T1058,34.07,L108,TP115,0
751,S10073,T1064,4,L102,TP110,0
752,S10073,T1064,3,L102,TP110,0
753,S10512,T1032,243.94,L102,TP123,2
754,S10513,T1019,22.21,L107,TP108,2
755,S10514,T1080,279.5,L110,TP100,2
756,S10515,T1081,3168,L110,TP120,2
757,S10516,T1000,71.81,L100,TP100,2
758,S10517,T1000,32.21,L100,TP100,2
759,S10385,T1013,42,L102,TP108,0
760,S10385,T1013,34,L102,TP108,0
761,S10518,T1000,62.08,L100,TP100,2
762,S10519,T1000,31.67,L100,TP100,2
763,S10520,T1000,64.09,L100,TP100,2
764,S10521,T1013,5.69,L102,TP108,2
765,S10522,T1003,18.93,L100,TP100,2
766,S10523,T1000,23.81,L100,TP100,2
767,S10524,T1003,29.43,L100,TP100,2
768,S10144,T1011,8.61,L102,TP108,0
769,S10144,T1011,8.61,L102,TP108,0
770,S10525,T1000,30.26,L100,TP100,2
771,S10526,T1000,70.94,L100,TP100,2
772,S10527,T1000,66.25,L100,TP100,2
773,S10525,T1000,38.9,L100,TP100,2
774,S10528,T1013,7.85,L102,TP108,2
775,S10529,T1013,15.19,L102,TP108,2
776,S10529,T1013,14.06,L102,TP108,2
777,S10140,T1000,12,L100,TP100,1
778,S10140,T1000,12.05,L100,TP100,0
779,S10530,T1082,8.98,L106,TP119,0
780,S10530,T1082,8.99,L106,TP119,0
781,S10531,T1000,9.54,L100,TP100,2
782,S10532,T1038,9,L102,TP125,2
783,S10533,T1038,19.2,L102,TP125,2
784,S10534,T1000,53.89,L100,TP100,2
785,S10535,T1034,446,L110,TP120,2
786,S10536,T1022,2,L102,TP118,2
787,S10537,T1013,11.4,L102,TP108,2
788,S10538,T1083,69.55,L106,TP110,2
789,S10196,T1011,4,L102,TP108,2
790,S10539,T1084,79.9,L100,TP100,2
791,S10540,T1077,97,L100,TP108,2
792,S10073,T1085,26.83,L128,TP117,0
793,S10073,T1085,26.87,L128,TP117,0
794,S10541,T1082,9,L106,TP119,2
795,S10542,T1038,3,L102,TP125,2
796,S10543,T1015,5,L100,TP110,2
797,S10544,T1003,38.13,L100,TP100,2
798,S10545,T1022,1.73,L102,TP118,2
799,S10546,T1015,1366.31,L112,TP110,2
800,S10547,T1015,1226.55,L112,TP110,2
801,S10548,T1000,28.45,L112,TP100,2
802,S10063,T1038,2.25,L112,TP125,0
803,S10063,T1038,78.56,L102,TP125,0
804,S10063,T1038,107.33,L102,TP125,0
805,S10063,T1038,25.67,L102,TP125,0
806,S10549,T1023,46.29,L100,TP120,0
807,S10549,T1023,46.25,L100,TP120,1
808,S10550,T1023,17.49,L100,TP120,2
809,S10551,T1023,11.56,L100,TP120,2
810,S10552,T1023,5,L100,TP120,2
811,S10553,T1023,124.18,L100,TP120,2
812,S10554,T1023,12.29,L100,TP120,2
813,S10555,T1023,1.5,L100,TP120,0
814,S10555,T1023,1.6,L100,TP120,0
815,S10556,T1023,9.38,L100,TP120,1
816,S10556,T1023,9.3,L100,TP120,0
817,S10557,T1023,1,L100,TP120,2
818,S10558,T1023,4,L100,TP120,2
819,S10559,T1023,52.16,L100,TP120,2
820,S10560,T1023,4.2,L100,TP120,2
821,S10561,T1023,32.9,L100,TP120,2
822,S10562,T1023,5,L100,TP120,2
823,S10563,T1023,2.96,L100,TP120,2
824,S10564,T1023,70.8,L100,TP120,2
825,S10565,T1023,6.34,L100,TP120,2
826,S10566,T1023,1.95,L100,TP120,2
827,S10567,T1023,28.89,L100,TP120,2
828,S10568,T1023,15.03,L100,TP120,0
829,S10569,T1023,12,L100,TP120,2
830,S10570,T1023,1.09,L100,TP120,2
831,S10571,T1023,6.64,L100,TP120,2
832,S10572,T1023,0.2,L100,TP120,2
833,S10573,T1023,9,L100,TP120,2
834,S10574,T1023,5.77,L100,TP120,2
835,S10575,T1023,27.98,L100,TP120,2
836,S10576,T1023,11.84,L100,TP120,2
837,S10577,T1023,1.3,L100,TP120,0
838,S10577,T1023,1.3,L100,TP120,0
839,S10578,T1086,2.08,L102,TP141,2
840,S10579,T1023,5,L100,TP120,2
841,S10580,T1023,9.33,L100,TP120,2
842,S10581,T1023,12.2,L100,TP120,2
843,S10582,T1023,6.93,L100,TP120,2
844,S10583,T1038,16.84,L102,TP125,2
845,S10584,T1023,3.35,L100,TP120,2
846,S10585,T1023,2,L100,TP120,2
847,S10586,T1023,5.09,L100,TP120,2
848,S10587,T1023,3.54,L100,TP120,2
849,S10588,T1023,52.4,L100,TP120,2
850,S10589,T1023,0.62,L100,TP120,2
851,S10590,T1023,16.65,L100,TP120,2
852,S10591,T1023,2,L100,TP120,2
853,S10592,T1008,11.98,L100,TP105,2
854,S10593,T1023,0.59,L100,TP120,2
855,S10594,T1023,3.41,L100,TP120,2
856,S10595,T1023,26.3,L100,TP120,0
857,S10596,T1023,3.18,L100,TP120,2
858,S10597,T1023,9.33,L100,TP120,2
859,S10598,T1023,11.58,L100,TP120,0
860,S10599,T1023,5.87,L100,TP120,2
861,S10600,T1023,5,L100,TP120,2
862,S10601,T1013,9,L102,TP108,2
863,S10602,T1023,2.03,L100,TP120,2
864,S10385,T1013,7.82,L102,TP108,0
865,S10385,T1013,7.86,L102,TP108,0
866,S10603,T1086,6.28,L102,TP141,2
867,S10604,T1023,267.93,L100,TP120,2
868,S10385,T1013,7.9,L102,TP108,0
869,S10385,T1013,7.93,L102,TP108,0
870,S10605,T1023,53.64,L100,TP120,1
871,S10605,T1023,53.69,L100,TP120,0
872,S10606,T1023,93.34,L100,TP120,2
873,S10607,T1023,12.24,L100,TP120,2
874,S10608,T1023,14.06,L100,TP120,2
875,S10609,T1023,10.11,L100,TP120,2
876,S10610,T1023,16.29,L100,TP120,2
877,S10611,T1023,0.75,L100,TP120,2
878,S10612,T1000,22.94,L100,TP100,2
879,S10613,T1023,9.93,L100,TP120,2
880,S10614,T1013,8,L102,TP108,2
881,S10615,T1023,2.96,L100,TP120,0
882,S10615,T1023,2.99,L100,TP120,1
883,S10616,T1013,17.32,L102,TP108,2
884,S10617,T1019,9.77,L107,TP108,2
885,S10618,T1023,20.61,L100,TP120,2
886,S10619,T1023,4,L100,TP120,2
887,S10620,T1023,1.95,L100,TP120,2
888,S10305,T1023,9.32,L100,TP120,0
889,S10305,T1023,9.34,L100,TP120,0
890,S10621,T1023,2,L100,TP120,2
891,S10622,T1013,40.14,L102,TP108,2
892,S10623,T1023,11.64,L100,TP120,2
893,S10624,T1023,12.52,L100,TP120,2
894,S10625,T1023,1367.88,L100,TP120,0
895,S10626,T1087,48.43,L129,TP142,1
896,S10626,T1087,48.47,L129,TP142,0
897,S10627,T1023,0.22,L100,TP120,2
898,S10628,T1023,26.27,L100,TP120,2
899,S10629,T1023,9.74,L100,TP120,2
900,S10630,T1023,28.8,L100,TP120,1
901,S10630,T1023,28.8,L100,TP120,0
902,S10631,T1023,8.05,L100,TP120,0
903,S10632,T1023,1,L100,TP120,2
904,S10633,T1023,6.69,L100,TP120,2
905,S10634,T1023,1,L100,TP120,2
906,S10635,T1023,8,L100,TP120,2
907,S10636,T1003,11.42,L100,TP100,1
908,S10636,T1003,11.49,L100,TP100,0
909,S10637,T1023,6.15,L100,TP120,2
910,S10638,T1023,38.59,L100,TP120,2
911,S10639,T1023,17.8,L100,TP120,2
912,S10640,T1023,1.16,L100,TP120,2
913,S10641,T1023,1.2,L100,TP120,2
914,S10642,T1023,129.27,L100,TP120,2
915,S10643,T1023,119.35,L100,TP120,0
916,S10644,T1023,15,L100,TP120,1
917,S10644,T1023,15.05,L100,TP120,0
918,S10645,T1000,12.99,L100,TP100,2
919,S10646,T1023,1.11,L100,TP120,2
920,S10647,T1023,46.69,L100,TP120,2
921,S10648,T1023,3.76,L100,TP120,2
922,S10649,T1023,41.18,L100,TP120,0
923,S10649,T1023,41.12,L100,TP120,1
924,S10082,T1008,11.9,L100,TP105,2
925,S10650,T1023,8.85,L100,TP120,2
926,S10029,T1000,134.45,L100,TP100,0
927,S10025,T1007,300,L100,TP102,0
928,S10651,T1088,9.02,L100,TP143,2
929,S10091,T1023,154.1,L100,TP120,0
930,S10652,T1000,86.75,L100,TP100,2
931,S10073,T1020,34.09,L108,TP115,0
932,S10144,T1011,4.75,L102,TP108,0
933,S10082,T1008,11.92,L100,TP105,2
934,S10653,T1025,1,L102,TP107,2
935,S10654,T1053,25.9,L106,TP125,2
936,S10655,T1000,10.97,L100,TP100,2
937,S10091,T1023,454,L100,TP120,0
938,S10656,T1003,64.88,L100,TP100,2
939,S10082,T1008,11.94,L100,TP105,2
940,S10088,T1004,8.98,L102,TP119,0
941,S10098,T1008,11.9,L100,TP105,2
942,S10657,T1013,6.62,L102,TP108,2
943,S10658,T1003,29.81,L100,TP100,2
944,S10659,T1000,58.42,L100,TP100,2
945,S10660,T1013,15.76,L102,TP108,2
946,S10085,T1008,11.91,L100,TP105,2
947,S10661,T1013,10.91,L102,TP108,2
948,S10029,T1000,129.32,L100,TP100,0
949,S10662,T1000,65.2,L100,TP100,2
950,S10079,T1010,20,L102,TP107,0
951,S10663,T1003,79.94,L100,TP100,2
952,S10664,T1010,19,L102,TP107,2
953,S10084,T1008,0,L100,TP105,2
954,S10665,T1003,7,L100,TP100,2
955,S10063,T1038,18.3,L115,TP125,0
956,S10063,T1038,119.92,L102,TP125,0
957,S10666,T1003,7,L100,TP100,2
958,S10030,T1002,58,L100,TP102,2
959,S10073,T1020,24.97,L108,TP115,0
960,S10667,T1003,43.49,L100,TP100,2
961,S10012,T1002,51,L100,TP102,2
962,S10668,T1023,3.71,L100,TP120,2
963,S10499,T1000,10.5,L100,TP100,2
964,S10669,T1032,444,L102,TP123,2
965,S10011,T1002,52,L100,TP102,2
966,S10082,T1008,11.91,L100,TP105,2
967,S10592,T1008,11.91,L100,TP105,2
968,S10082,T1008,11.96,L100,TP105,2
969,S10670,T1008,11.98,L100,TP105,2
970,S10039,T1008,11.95,L100,TP105,2
971,S10671,T1003,73.2,L100,TP100,2
972,S10672,T1038,18.14,L102,TP125,2
973,S10082,T1008,11.99,L100,TP105,2
974,S10673,T1013,21.05,L102,TP108,2
975,S10108,T1010,133,L102,TP107,0
976,S10182,T1013,18.47,L102,TP108,0
977,S10082,T1008,11.95,L100,TP105,2
978,S10674,T1023,56.37,L100,TP120,2
979,S10675,T1003,59.95,L100,TP100,2
980,S10082,T1008,11.9,L100,TP105,2
981,S10676,T1000,31.09,L100,TP100,2
982,S10677,T1010,10,L102,TP107,2
983,S10039,T1008,11.96,L100,TP105,2
984,S10678,T1038,32.62,L102,TP125,2
985,S10679,T1002,58,L100,TP102,2
986,S10680,T1023,0.37,L100,TP120,2
987,S10681,T1023,35.81,L100,TP120,2
988,S10682,T1023,17.25,L100,TP120,1
989,S10682,T1023,17.28,L100,TP120,0
990,S10683,T1089,160,L106,TP123,2
991,S10684,T1023,8.5,L100,TP120,2
992,S10082,T1008,11.9,L100,TP105,2
993,S10327,T1000,60.35,L100,TP100,2
994,S10685,T1023,7,L100,TP120,2
995,S10686,T1045,20,L106,TP108,2
996,S10687,T1082,8.94,L106,TP119,2
997,S10688,T1023,101.08,L100,TP120,2
998,S10689,T1023,80.9,L100,TP120,2
999,S10690,T1023,2,L100,TP120,2
1000,S10691,T1023,6,L100,TP120,2
1001,S10692,T1000,40.6,L100,TP100,2
1002,S10693,T1023,0.87,L100,TP120,0
1003,S10693,T1023,3,L100,TP120,1
1004,S10694,T1023,11.68,L100,TP120,0
1005,S10695,T1023,52.67,L100,TP120,2
1006,S10696,T1023,122.28,L100,TP120,2
1007,S10697,T1023,45.36,L100,TP120,2
1008,S10698,T1023,7.2,L100,TP120,2
1009,S10699,T1023,3.41,L100,TP120,2
1010,S10700,T1000,131.2,L100,TP100,2
1011,S10085,T1008,11.99,L100,TP105,2
1012,S10701,T1023,2.91,L100,TP120,2
1013,S10385,T1013,34,L102,TP108,0
1014,S10385,T1013,33,L102,TP108,0
1015,S10702,T1023,621.79,L100,TP120,2
1016,S10703,T1023,9.32,L100,TP120,2
1017,S10704,T1023,1.33,L100,TP120,2
1018,S10705,T1023,0.28,L100,TP120,2
1019,S10706,T1023,4.33,L100,TP120,2
1020,S10707,T1000,35.94,L100,TP100,2
1021,S10708,T1023,4.82,L100,TP120,2
1022,S10709,T1023,15.07,L100,TP120,0
1023,S10710,T1023,16.16,L100,TP120,2
1024,S10711,T1023,4.9,L100,TP120,2
1025,S10712,T1003,19.24,L100,TP100,2
1026,S10713,T1023,8,L100,TP120,2
1027,S10385,T1013,38.74,L102,TP108,0
1028,S10385,T1013,44,L102,TP108,0
1029,S10714,T1023,12.26,L100,TP120,2
1030,S10715,T1023,15.83,L100,TP120,2
1031,S10716,T1023,0.1,L100,TP120,2
1032,S10717,T1023,11.1,L100,TP120,2
1033,S10718,T1056,101,L102,TP123,0
1034,S10718,T1056,101.1,L102,TP123,0
1035,S10719,T1023,13.45,L100,TP120,2
1036,S10720,T1023,3.43,L100,TP120,2
1037,S10721,T1023,1.4,L100,TP120,2
1038,S10722,T1023,1,L100,TP120,2
1039,S10667,T1003,32.65,L100,TP100,2
1040,S10723,T1023,39.62,L100,TP120,2
1041,S10724,T1023,0,L100,TP120,2
1042,S10725,T1046,226,L106,TP108,2
1043,S10726,T1046,454,L106,TP108,2
1044,S10727,T1003,86.61,L100,TP100,2
1045,S10728,T1023,11.58,L100,TP120,0
1046,S10728,T1023,11.52,L100,TP120,1
1047,S10729,T1023,3.3,L100,TP120,2
1048,S10730,T1046,80,L106,TP108,2
1049,S10731,T1023,213.45,L100,TP120,2
1050,S10732,T1023,3.19,L100,TP120,0
1051,S10733,T1046,31,L106,TP108,2
1052,S10734,T1046,30,L106,TP108,2
1053,S10735,T1000,33.6,L100,TP100,2
1054,S10736,T1046,195,L106,TP108,2
1055,S10304,T1023,1,L100,TP120,0
1056,S10737,T1023,19.92,L100,TP120,2
1057,S10738,T1023,327.56,L100,TP120,2
1058,S10739,T1023,10.31,L100,TP120,0
1059,S10739,T1023,10.36,L100,TP120,0
1060,S10740,T1023,1.5,L100,TP120,2
1061,S10741,T1023,10.48,L100,TP120,2
1062,S10728,T1023,3,L100,TP120,1
1063,S10742,T1023,9.39,L100,TP120,0
1064,S10742,T1023,9.37,L100,TP120,0
1065,S10743,T1003,157.38,L100,TP100,2
1066,S10744,T1023,1.72,L100,TP120,2
1067,S10745,T1023,11.77,L100,TP120,2
1068,S10746,T1023,2.01,L100,TP120,2
1069,S10747,T1023,6.65,L100,TP120,2
1070,S10347,T1023,26.89,L100,TP120,0
1071,S10347,T1023,26.85,L100,TP120,0
1072,S10748,T1023,3.54,L100,TP120,2
1073,S10749,T1023,14,L100,TP120,2
1074,S10750,T1023,0.86,L100,TP120,2
1075,S10751,T1003,179.96,L100,TP100,2
1076,S10752,T1023,9,L100,TP120,0
1077,S10752,T1023,9,L100,TP120,0
1078,S10753,T1090,823.72,L106,TP144,2
1079,S10754,T1000,21.06,L100,TP100,2
1080,S10755,T1023,351.72,L100,TP120,2
1081,S10636,T1000,17.22,L100,TP100,1
1082,S10636,T1000,17.21,L100,TP100,0
1083,S10756,T1023,0,L100,TP120,2
1084,S10757,T1023,3.53,L100,TP120,2
1085,S10758,T1023,14.86,L100,TP120,2
1086,S10759,T1023,0.74,L100,TP120,2
1087,S10760,T1023,1269.97,L100,TP120,0
1088,S10761,T1023,5,L100,TP120,2
1089,S10762,T1023,12.2,L100,TP120,2
1090,S10763,T1023,1.49,L100,TP120,2
1091,S10764,T1023,8.52,L100,TP120,2
1092,S10765,T1023,50.05,L100,TP120,0
1093,S10765,T1023,50.08,L100,TP120,1
1094,S10766,T1023,3.58,L100,TP120,2
1095,S10645,T1003,5.28,L100,TP100,2
1096,S10767,T1091,654.94,L110,TP140,2
1097,S10768,T1023,8.79,L100,TP120,2
1098,S10769,T1023,6,L100,TP120,2
1099,S10769,T1023,0.33,L100,TP120,2
1100,S10770,T1023,3.79,L100,TP120,2
1101,S10771,T1023,15.59,L100,TP120,2
1102,S10772,T1023,0,L100,TP120,2
1103,S10773,T1023,0.53,L100,TP120,2
1104,S10774,T1003,34.78,L100,TP100,2
1105,S10775,T1023,54.06,L100,TP120,0
1106,S10775,T1023,54.04,L100,TP120,1
1107,S10776,T1023,8,L100,TP120,2
1108,S10777,T1023,11.57,L100,TP120,0
1109,S10778,T1023,3.47,L100,TP120,2
1110,S10779,T1023,10.9,L100,TP120,2
1111,S10780,T1000,20.49,L100,TP100,2
1112,S10781,T1023,36.53,L100,TP120,2
1113,S10782,T1023,3.57,L100,TP120,2
1114,S10783,T1023,22.9,L100,TP120,2
1115,S10122,T1000,33,L100,TP100,2
1116,S10287,T1023,43.43,L100,TP120,0
1117,S10288,T1023,7.48,L100,TP120,0
1118,S10784,T1023,15.54,L100,TP120,2
1119,S10785,T1023,10.31,L100,TP120,2
1120,S10786,T1092,63.93,L110,TP129,2
1121,S10278,T1003,28.64,L100,TP100,2
1122,S10787,T1035,14.94,L111,TP117,2
1123,S10788,T1023,3.42,L100,TP120,2
1124,S10789,T1023,1.58,L100,TP120,2
1125,S10790,T1023,32.71,L100,TP120,2
1126,S10791,T1023,15.95,L100,TP120,2
1127,S10792,T1023,99.5,L100,TP120,2
1128,S10793,T1023,34.33,L100,TP120,2
1129,S10794,T1023,3.45,L100,TP120,2
1130,S10795,T1023,14.84,L100,TP120,2
1131,S10796,T1023,371.39,L100,TP120,2
1132,S10797,T1023,3,L100,TP120,2
1133,S10798,T1083,178.2,L106,TP110,2
1134,S10799,T1023,1.59,L100,TP120,0
1135,S10800,T1023,42.14,L100,TP120,2
1136,S10801,T1023,84.68,L100,TP120,2
1137,S10802,T1023,9.57,L100,TP120,2
1138,S10233,T1008,11.91,L100,TP105,2
1139,S10803,T1023,195.78,L100,TP120,2
1140,S10233,T1008,11.95,L100,TP105,2
1141,S10804,T1023,9.66,L100,TP120,2
1142,S10805,T1015,3,L100,TP110,2
1143,S10806,T1023,14.91,L100,TP120,2
1144,S10807,T1023,9.37,L100,TP120,2
1145,S10808,T1093,260,L100,TP145,0
1146,S10809,T1023,1.29,L100,TP120,2
1147,S10810,T1023,28.83,L100,TP120,0
1148,S10811,T1023,7.41,L100,TP120,2
1149,S10812,T1023,1195.92,L100,TP120,2
1150,S10813,T1023,23.71,L100,TP120,0
1151,S10813,T1023,23.74,L100,TP120,0
1152,S10814,T1023,11.11,L100,TP120,2
1153,S10815,T1023,9.57,L100,TP120,2
1154,S10816,T1023,54.02,L100,TP120,0
1155,S10817,T1000,69.24,L100,TP100,2
1156,S10818,T1023,30.28,L100,TP120,0
1157,S10327,T1003,19.9,L100,TP100,2
1158,S10819,T1023,30.89,L100,TP120,2
1159,S10820,T1023,1.53,L100,TP120,2
1160,S10821,T1015,7,L100,TP110,2
1161,S10822,T1083,731,L106,TP110,2
1162,S10823,T1023,6.92,L100,TP120,2
1163,S10824,T1023,1.54,L100,TP120,2
1164,S10824,T1023,1.52,L100,TP120,2
1165,S10825,T1023,9.32,L100,TP120,1
1166,S10825,T1023,9.32,L100,TP120,0
1167,S10826,T1023,37.22,L100,TP120,2
1168,S10827,T1023,4.98,L100,TP120,2
1169,S10828,T1023,15.2,L100,TP120,2
1170,S10829,T1023,41.15,L100,TP120,2
1171,S10830,T1023,15,L100,TP120,2
1172,S10592,T1008,11.94,L100,TP105,2
1173,S10831,T1023,0.4,L100,TP120,2
1174,S10832,T1023,4,L100,TP120,2
1175,S10833,T1023,87.83,L100,TP120,2
1176,S10752,T1023,9.38,L100,TP120,0
1177,S10752,T1023,9.36,L100,TP120,0
1178,S10834,T1023,13.04,L100,TP120,2
1179,S10289,T1023,1.97,L100,TP120,0
1180,S10835,T1023,14.91,L100,TP120,0
1181,S10835,T1023,14.98,L100,TP120,1
1182,S10836,T1083,140.02,L106,TP110,2
1183,S10837,T1023,3.4,L100,TP120,2
1184,S10244,T1046,90,L106,TP108,2
1185,S10838,T1023,15.11,L100,TP120,2
1186,S10839,T1023,11.19,L100,TP120,0
1187,S10840,T1041,54.12,L100,TP102,2
1188,S10841,T1012,97,L105,TP106,2
1189,S10842,T1023,9.35,L100,TP120,2
1190,S10313,T1037,168.5,L100,TP126,0
1191,S10843,T1023,0.89,L100,TP120,2
1192,S10844,T1023,17.07,L100,TP120,2
1193,S10845,T1023,7,L100,TP120,2
1194,S10718,T1037,168.52,L100,TP126,0
1195,S10718,T1037,168.54,L100,TP126,1
1196,S10846,T1023,7.28,L100,TP120,2
1197,S10847,T1023,3.46,L100,TP120,2
1198,S10848,T1023,4,L100,TP120,2
1199,S10849,T1023,1.2,L100,TP120,0
1200,S10849,T1023,1.9,L100,TP120,0
1201,S10850,T1023,0.39,L100,TP120,2
1202,S10851,T1023,15.07,L100,TP120,0
1203,S10852,T1023,11.75,L100,TP120,2
1204,S10853,T1023,2,L100,TP120,2
1205,S10854,T1023,14,L100,TP120,2
1206,S10855,T1023,96.32,L100,TP120,2
1207,S10856,T1023,18.22,L100,TP120,2
1208,S10857,T1023,6.35,L100,TP120,2
1209,S10858,T1023,408.45,L100,TP120,2
1210,S10859,T1083,510,L106,TP110,2
1211,S10860,T1041,81,L100,TP102,2
1212,S10861,T1023,7,L100,TP120,2
1213,S10862,T1023,13.97,L100,TP120,2
1214,S10863,T1023,14.96,L100,TP120,2
1215,S10864,T1023,16,L100,TP120,0
1216,S10865,T1023,9.39,L100,TP120,2
1217,S10866,T1000,19.37,L100,TP100,2
1218,S10867,T1008,11.95,L100,TP105,2
1219,S10868,T1046,8,L106,TP108,2
1220,S10869,T1023,9.41,L100,TP120,2
1221,S10870,T1023,11.14,L100,TP120,2
1222,S10871,T1023,544,L100,TP120,2
1223,S10867,T1008,11.98,L100,TP105,2
1224,S10867,T1008,11.94,L100,TP105,2
1225,S10872,T1023,10.86,L100,TP120,2
1226,S10873,T1023,10.08,L100,TP120,2
1227,S10874,T1023,102.14,L100,TP120,2
1228,S10875,T1023,98.45,L100,TP120,2
1229,S10876,T1023,0.88,L100,TP120,2
1230,S10877,T1023,13.72,L100,TP120,2
1231,S10878,T1023,917.93,L100,TP120,2
1232,S10867,T1008,11.9,L100,TP105,2
